id,municipality_id:id,name,country_id:id
parish_ve_291,l10n_ve_address_extended.municipal_ve_90,San José,base.ve
parish_ve_292,l10n_ve_address_extended.municipal_ve_90,Santa Rosa,base.ve
parish_ve_293,l10n_ve_address_extended.municipal_ve_90,Negro Primero,base.ve
parish_ve_294,l10n_ve_address_extended.municipal_ve_91,Cojedes,base.ve
parish_ve_295,l10n_ve_address_extended.municipal_ve_91,Juan de Mata Suárez,base.ve
parish_ve_296,l10n_ve_address_extended.municipal_ve_92,Tinaquillo,base.ve
parish_ve_297,l10n_ve_address_extended.municipal_ve_93,El Baúl,base.ve
parish_ve_298,l10n_ve_address_extended.municipal_ve_93,Sucre,base.ve
parish_ve_299,l10n_ve_address_extended.municipal_ve_94,La Aguadita,base.ve
parish_ve_300,l10n_ve_address_extended.municipal_ve_94,Macapo,base.ve
parish_ve_301,l10n_ve_address_extended.municipal_ve_95,El Pao,base.ve
parish_ve_302,l10n_ve_address_extended.municipal_ve_96,El Amparo,base.ve
parish_ve_303,l10n_ve_address_extended.municipal_ve_96,Libertad de Cojedes,base.ve
parish_ve_304,l10n_ve_address_extended.municipal_ve_97,Rómulo Gallegos,base.ve
parish_ve_305,l10n_ve_address_extended.municipal_ve_98,San Carlos de Austria,base.ve
parish_ve_306,l10n_ve_address_extended.municipal_ve_98,Juan Ángel Bravo,base.ve
parish_ve_307,l10n_ve_address_extended.municipal_ve_98,Manuel Manrique,base.ve
parish_ve_308,l10n_ve_address_extended.municipal_ve_99,General en Jefe José Laurencio Silva,base.ve
parish_ve_309,l10n_ve_address_extended.municipal_ve_100,Curiapo,base.ve
parish_ve_310,l10n_ve_address_extended.municipal_ve_100,Almirante Luis Brión,base.ve
parish_ve_311,l10n_ve_address_extended.municipal_ve_100,Francisco Aniceto Lugo,base.ve
parish_ve_312,l10n_ve_address_extended.municipal_ve_100,Manuel Renaud,base.ve
parish_ve_313,l10n_ve_address_extended.municipal_ve_100,Padre Barral,base.ve
parish_ve_314,l10n_ve_address_extended.municipal_ve_100,Santos de Abelgas,base.ve
parish_ve_315,l10n_ve_address_extended.municipal_ve_101,Imataca,base.ve
parish_ve_316,l10n_ve_address_extended.municipal_ve_101,Cinco de Julio,base.ve
parish_ve_317,l10n_ve_address_extended.municipal_ve_101,Juan Bautista Arismendi,base.ve
parish_ve_318,l10n_ve_address_extended.municipal_ve_101,Manuel Piar,base.ve
parish_ve_319,l10n_ve_address_extended.municipal_ve_101,Rómulo Gallegos,base.ve
parish_ve_320,l10n_ve_address_extended.municipal_ve_102,Pedernales,base.ve
parish_ve_321,l10n_ve_address_extended.municipal_ve_102,Luis Beltrán Prieto Figueroa,base.ve
parish_ve_322,l10n_ve_address_extended.municipal_ve_103,San José (Delta Amacuro),base.ve
parish_ve_323,l10n_ve_address_extended.municipal_ve_103,José Vidal Marcano,base.ve
parish_ve_324,l10n_ve_address_extended.municipal_ve_103,Juan Millán,base.ve
parish_ve_325,l10n_ve_address_extended.municipal_ve_103,Leonardo Ruíz Pineda,base.ve
parish_ve_326,l10n_ve_address_extended.municipal_ve_103,Mariscal Antonio José de Sucre,base.ve
parish_ve_327,l10n_ve_address_extended.municipal_ve_103,Monseñor Argimiro García,base.ve
parish_ve_328,l10n_ve_address_extended.municipal_ve_103,San Rafael (Delta Amacuro),base.ve
parish_ve_329,l10n_ve_address_extended.municipal_ve_103,Virgen del Valle,base.ve
parish_ve_330,l10n_ve_address_extended.municipal_ve_10,Clarines,base.ve
parish_ve_331,l10n_ve_address_extended.municipal_ve_10,Guanape,base.ve
parish_ve_332,l10n_ve_address_extended.municipal_ve_10,Sabana de Uchire,base.ve
parish_ve_333,l10n_ve_address_extended.municipal_ve_104,Capadare,base.ve
parish_ve_334,l10n_ve_address_extended.municipal_ve_104,La Pastora,base.ve
parish_ve_335,l10n_ve_address_extended.municipal_ve_104,Libertador,base.ve
parish_ve_336,l10n_ve_address_extended.municipal_ve_104,San Juan de los Cayos,base.ve
parish_ve_337,l10n_ve_address_extended.municipal_ve_105,Aracua,base.ve
parish_ve_338,l10n_ve_address_extended.municipal_ve_105,La Peña,base.ve
parish_ve_339,l10n_ve_address_extended.municipal_ve_105,San Luis,base.ve
parish_ve_340,l10n_ve_address_extended.municipal_ve_106,Bariro,base.ve
parish_ve_341,l10n_ve_address_extended.municipal_ve_106,Borojó,base.ve
parish_ve_342,l10n_ve_address_extended.municipal_ve_106,Capatárida,base.ve
parish_ve_343,l10n_ve_address_extended.municipal_ve_106,Guajiro,base.ve
parish_ve_344,l10n_ve_address_extended.municipal_ve_106,Seque,base.ve
parish_ve_345,l10n_ve_address_extended.municipal_ve_106,Zazárida,base.ve
parish_ve_346,l10n_ve_address_extended.municipal_ve_106,Valle de Eroa,base.ve
parish_ve_347,l10n_ve_address_extended.municipal_ve_107,Cacique Manaure,base.ve
parish_ve_348,l10n_ve_address_extended.municipal_ve_108,Norte,base.ve
parish_ve_349,l10n_ve_address_extended.municipal_ve_108,Carirubana,base.ve
parish_ve_350,l10n_ve_address_extended.municipal_ve_108,Santa Ana,base.ve
parish_ve_351,l10n_ve_address_extended.municipal_ve_108,Urbana Punta Cardón,base.ve
parish_ve_352,l10n_ve_address_extended.municipal_ve_109,La Vela de Coro,base.ve
parish_ve_353,l10n_ve_address_extended.municipal_ve_109,Acurigua,base.ve
parish_ve_354,l10n_ve_address_extended.municipal_ve_109,Guaibacoa,base.ve
parish_ve_355,l10n_ve_address_extended.municipal_ve_109,Las Calderas,base.ve
parish_ve_356,l10n_ve_address_extended.municipal_ve_109,Macoruca,base.ve
parish_ve_357,l10n_ve_address_extended.municipal_ve_110,Dabajuro,base.ve
parish_ve_358,l10n_ve_address_extended.municipal_ve_111,Agua Clara,base.ve
parish_ve_359,l10n_ve_address_extended.municipal_ve_111,Avaria,base.ve
parish_ve_360,l10n_ve_address_extended.municipal_ve_111,Pedregal,base.ve
parish_ve_361,l10n_ve_address_extended.municipal_ve_111,Piedra Grande,base.ve
parish_ve_362,l10n_ve_address_extended.municipal_ve_111,Purureche,base.ve
parish_ve_363,l10n_ve_address_extended.municipal_ve_112,Adaure,base.ve
parish_ve_364,l10n_ve_address_extended.municipal_ve_112,Adícora,base.ve
parish_ve_365,l10n_ve_address_extended.municipal_ve_112,Baraived,base.ve
parish_ve_366,l10n_ve_address_extended.municipal_ve_112,Buena Vista,base.ve
parish_ve_367,l10n_ve_address_extended.municipal_ve_112,Jadacaquiva,base.ve
parish_ve_368,l10n_ve_address_extended.municipal_ve_112,El Vínculo,base.ve
parish_ve_369,l10n_ve_address_extended.municipal_ve_112,El Hato,base.ve
parish_ve_370,l10n_ve_address_extended.municipal_ve_112,Moruy,base.ve
parish_ve_371,l10n_ve_address_extended.municipal_ve_112,Pueblo Nuevo,base.ve
parish_ve_372,l10n_ve_address_extended.municipal_ve_113,Agua Larga,base.ve
parish_ve_373,l10n_ve_address_extended.municipal_ve_113,El Paují,base.ve
parish_ve_374,l10n_ve_address_extended.municipal_ve_113,Independencia,base.ve
parish_ve_375,l10n_ve_address_extended.municipal_ve_113,Mapararí,base.ve
parish_ve_376,l10n_ve_address_extended.municipal_ve_114,Agua Linda,base.ve
parish_ve_377,l10n_ve_address_extended.municipal_ve_114,Araurima,base.ve
parish_ve_378,l10n_ve_address_extended.municipal_ve_114,Jacura,base.ve
parish_ve_379,l10n_ve_address_extended.municipal_ve_115,Tucacas,base.ve
parish_ve_380,l10n_ve_address_extended.municipal_ve_115,Boca de Aroa,base.ve
parish_ve_381,l10n_ve_address_extended.municipal_ve_116,Los Taques,base.ve
parish_ve_382,l10n_ve_address_extended.municipal_ve_116,Judibana,base.ve
parish_ve_383,l10n_ve_address_extended.municipal_ve_117,Mene de Mauroa,base.ve
parish_ve_384,l10n_ve_address_extended.municipal_ve_117,San Félix,base.ve
parish_ve_385,l10n_ve_address_extended.municipal_ve_117,Casigua,base.ve
parish_ve_386,l10n_ve_address_extended.municipal_ve_118,Guzmán Guillermo,base.ve
parish_ve_387,l10n_ve_address_extended.municipal_ve_118,Mitare,base.ve
parish_ve_388,l10n_ve_address_extended.municipal_ve_118,Río Seco,base.ve
parish_ve_389,l10n_ve_address_extended.municipal_ve_118,Sabaneta,base.ve
parish_ve_390,l10n_ve_address_extended.municipal_ve_118,San Antonio,base.ve
parish_ve_391,l10n_ve_address_extended.municipal_ve_118,San Gabriel,base.ve
parish_ve_392,l10n_ve_address_extended.municipal_ve_118,Santa Ana,base.ve
parish_ve_393,l10n_ve_address_extended.municipal_ve_119,Boca del Tocuyo,base.ve
parish_ve_394,l10n_ve_address_extended.municipal_ve_119,Chichiriviche,base.ve
parish_ve_395,l10n_ve_address_extended.municipal_ve_119,Tocuyo de la Costa,base.ve
parish_ve_396,l10n_ve_address_extended.municipal_ve_120,Palmasola,base.ve
parish_ve_397,l10n_ve_address_extended.municipal_ve_121,Cabure,base.ve
parish_ve_398,l10n_ve_address_extended.municipal_ve_121,Colina,base.ve
parish_ve_399,l10n_ve_address_extended.municipal_ve_121,Curimagua,base.ve
parish_ve_400,l10n_ve_address_extended.municipal_ve_122,San José de la Costa,base.ve
parish_ve_401,l10n_ve_address_extended.municipal_ve_122,Píritu,base.ve
parish_ve_402,l10n_ve_address_extended.municipal_ve_123,San Francisco,base.ve
parish_ve_403,l10n_ve_address_extended.municipal_ve_124,Sucre,base.ve
parish_ve_404,l10n_ve_address_extended.municipal_ve_124,Pecaya,base.ve
parish_ve_405,l10n_ve_address_extended.municipal_ve_125,Tocópero,base.ve
parish_ve_406,l10n_ve_address_extended.municipal_ve_126,El Charal,base.ve
parish_ve_407,l10n_ve_address_extended.municipal_ve_126,Las Vegas del Tuy,base.ve
parish_ve_408,l10n_ve_address_extended.municipal_ve_126,Santa Cruz de Bucaral,base.ve
parish_ve_409,l10n_ve_address_extended.municipal_ve_127,Bruzual,base.ve
parish_ve_410,l10n_ve_address_extended.municipal_ve_127,Urumaco,base.ve
parish_ve_411,l10n_ve_address_extended.municipal_ve_128,Puerto Cumarebo,base.ve
parish_ve_412,l10n_ve_address_extended.municipal_ve_128,La Ciénaga,base.ve
parish_ve_413,l10n_ve_address_extended.municipal_ve_128,La Soledad,base.ve
parish_ve_414,l10n_ve_address_extended.municipal_ve_128,Pueblo Cumarebo,base.ve
parish_ve_415,l10n_ve_address_extended.municipal_ve_128,Zazárida,base.ve
parish_ve_416,l10n_ve_address_extended.municipal_ve_113,Churuguara,base.ve
parish_ve_417,l10n_ve_address_extended.municipal_ve_129,Camaguán,base.ve
parish_ve_418,l10n_ve_address_extended.municipal_ve_129,Puerto Miranda,base.ve
parish_ve_419,l10n_ve_address_extended.municipal_ve_129,Uverito,base.ve
parish_ve_420,l10n_ve_address_extended.municipal_ve_130,Chaguaramas,base.ve
parish_ve_421,l10n_ve_address_extended.municipal_ve_131,El Socorro,base.ve
parish_ve_422,l10n_ve_address_extended.municipal_ve_132,Tucupido,base.ve
parish_ve_423,l10n_ve_address_extended.municipal_ve_132,San Rafael de Laya,base.ve
parish_ve_424,l10n_ve_address_extended.municipal_ve_133,Altagracia de Orituco,base.ve
parish_ve_425,l10n_ve_address_extended.municipal_ve_133,San Rafael de Orituco,base.ve
parish_ve_426,l10n_ve_address_extended.municipal_ve_133,San Francisco Javier de Lezama,base.ve
parish_ve_427,l10n_ve_address_extended.municipal_ve_133,Paso Real de Macaira,base.ve
parish_ve_428,l10n_ve_address_extended.municipal_ve_133,Carlos Soublette,base.ve
parish_ve_429,l10n_ve_address_extended.municipal_ve_133,San Francisco de Macaira,base.ve
parish_ve_430,l10n_ve_address_extended.municipal_ve_133,Libertad de Orituco,base.ve
parish_ve_431,l10n_ve_address_extended.municipal_ve_134,Cantaclaro,base.ve
parish_ve_432,l10n_ve_address_extended.municipal_ve_134,San Juan de los Morros,base.ve
parish_ve_433,l10n_ve_address_extended.municipal_ve_134,Parapara,base.ve
parish_ve_434,l10n_ve_address_extended.municipal_ve_135,El Sombrero,base.ve
parish_ve_435,l10n_ve_address_extended.municipal_ve_135,Sosa,base.ve
parish_ve_436,l10n_ve_address_extended.municipal_ve_136,Las Mercedes,base.ve
parish_ve_437,l10n_ve_address_extended.municipal_ve_136,Cabruta,base.ve
parish_ve_438,l10n_ve_address_extended.municipal_ve_136,Santa Rita de Manapire,base.ve
parish_ve_439,l10n_ve_address_extended.municipal_ve_137,Valle de la Pascua,base.ve
parish_ve_440,l10n_ve_address_extended.municipal_ve_137,Espino,base.ve
parish_ve_441,l10n_ve_address_extended.municipal_ve_138,San José de Unare,base.ve
parish_ve_442,l10n_ve_address_extended.municipal_ve_138,Zaraza,base.ve
parish_ve_443,l10n_ve_address_extended.municipal_ve_139,San José de Tiznados,base.ve
parish_ve_444,l10n_ve_address_extended.municipal_ve_139,San Francisco de Tiznados,base.ve
parish_ve_445,l10n_ve_address_extended.municipal_ve_139,San Lorenzo de Tiznados,base.ve
parish_ve_446,l10n_ve_address_extended.municipal_ve_139,Ortiz,base.ve
parish_ve_447,l10n_ve_address_extended.municipal_ve_140,Guayabal,base.ve
parish_ve_448,l10n_ve_address_extended.municipal_ve_140,Cazorla,base.ve
parish_ve_449,l10n_ve_address_extended.municipal_ve_141,San José de Guaribe,base.ve
parish_ve_450,l10n_ve_address_extended.municipal_ve_141,Uveral,base.ve
parish_ve_451,l10n_ve_address_extended.municipal_ve_142,Santa María de Ipire,base.ve
parish_ve_452,l10n_ve_address_extended.municipal_ve_142,Altamira,base.ve
parish_ve_453,l10n_ve_address_extended.municipal_ve_143,El Calvario,base.ve
parish_ve_454,l10n_ve_address_extended.municipal_ve_143,El Rastro,base.ve
parish_ve_455,l10n_ve_address_extended.municipal_ve_143,Guardatinajas,base.ve
parish_ve_456,l10n_ve_address_extended.municipal_ve_143,Capital Urbana Calabozo,base.ve
parish_ve_457,l10n_ve_address_extended.municipal_ve_144,Quebrada Honda de Guache,base.ve
parish_ve_458,l10n_ve_address_extended.municipal_ve_144,Pío Tamayo,base.ve
parish_ve_459,l10n_ve_address_extended.municipal_ve_144,Yacambú,base.ve
parish_ve_460,l10n_ve_address_extended.municipal_ve_145,Fréitez,base.ve
parish_ve_461,l10n_ve_address_extended.municipal_ve_145,José María Blanco,base.ve
parish_ve_462,l10n_ve_address_extended.municipal_ve_146,Catedral,base.ve
parish_ve_463,l10n_ve_address_extended.municipal_ve_146,Concepción,base.ve
parish_ve_464,l10n_ve_address_extended.municipal_ve_146,El Cují,base.ve
parish_ve_465,l10n_ve_address_extended.municipal_ve_146,Juan de Villegas,base.ve
parish_ve_466,l10n_ve_address_extended.municipal_ve_146,Santa Rosa,base.ve
parish_ve_467,l10n_ve_address_extended.municipal_ve_146,Tamaca,base.ve
parish_ve_468,l10n_ve_address_extended.municipal_ve_146,Unión,base.ve
parish_ve_469,l10n_ve_address_extended.municipal_ve_146,Aguedo Felipe Alvarado,base.ve
parish_ve_470,l10n_ve_address_extended.municipal_ve_146,Buena Vista,base.ve
parish_ve_471,l10n_ve_address_extended.municipal_ve_146,Juárez,base.ve
parish_ve_472,l10n_ve_address_extended.municipal_ve_147,Juan Bautista Rodríguez,base.ve
parish_ve_473,l10n_ve_address_extended.municipal_ve_147,Cuara,base.ve
parish_ve_474,l10n_ve_address_extended.municipal_ve_147,Diego de Lozada,base.ve
parish_ve_475,l10n_ve_address_extended.municipal_ve_147,Paraíso de San José,base.ve
parish_ve_476,l10n_ve_address_extended.municipal_ve_147,San Miguel,base.ve
parish_ve_477,l10n_ve_address_extended.municipal_ve_147,Tintorero,base.ve
parish_ve_478,l10n_ve_address_extended.municipal_ve_147,José Bernardo Dorante,base.ve
parish_ve_479,l10n_ve_address_extended.municipal_ve_147,Coronel Mariano Peraza ,base.ve
parish_ve_480,l10n_ve_address_extended.municipal_ve_148,Bolívar,base.ve
parish_ve_481,l10n_ve_address_extended.municipal_ve_148,Anzoátegui,base.ve
parish_ve_482,l10n_ve_address_extended.municipal_ve_148,Guarico,base.ve
parish_ve_483,l10n_ve_address_extended.municipal_ve_148,Hilario Luna y Luna,base.ve
parish_ve_484,l10n_ve_address_extended.municipal_ve_148,Humocaro Alto,base.ve
parish_ve_485,l10n_ve_address_extended.municipal_ve_148,Humocaro Bajo,base.ve
parish_ve_486,l10n_ve_address_extended.municipal_ve_148,La Candelaria,base.ve
parish_ve_487,l10n_ve_address_extended.municipal_ve_148,Morán,base.ve
parish_ve_488,l10n_ve_address_extended.municipal_ve_149,Cabudare,base.ve
parish_ve_489,l10n_ve_address_extended.municipal_ve_149,José Gregorio Bastidas,base.ve
parish_ve_490,l10n_ve_address_extended.municipal_ve_149,Agua Viva,base.ve
parish_ve_491,l10n_ve_address_extended.municipal_ve_150,Sarare,base.ve
parish_ve_492,l10n_ve_address_extended.municipal_ve_150,Buría,base.ve
parish_ve_493,l10n_ve_address_extended.municipal_ve_150,Gustavo Vegas León,base.ve
parish_ve_494,l10n_ve_address_extended.municipal_ve_151,Trinidad Samuel,base.ve
parish_ve_495,l10n_ve_address_extended.municipal_ve_151,Antonio Díaz,base.ve
parish_ve_496,l10n_ve_address_extended.municipal_ve_151,Camacaro,base.ve
parish_ve_497,l10n_ve_address_extended.municipal_ve_151,Castañeda,base.ve
parish_ve_498,l10n_ve_address_extended.municipal_ve_151,Cecilio Zubillaga,base.ve
parish_ve_499,l10n_ve_address_extended.municipal_ve_151,Chiquinquirá,base.ve
parish_ve_500,l10n_ve_address_extended.municipal_ve_151,El Blanco,base.ve
parish_ve_501,l10n_ve_address_extended.municipal_ve_151,Espinoza de los Monteros,base.ve
parish_ve_502,l10n_ve_address_extended.municipal_ve_151,Lara,base.ve
parish_ve_503,l10n_ve_address_extended.municipal_ve_151,Las Mercedes,base.ve
parish_ve_504,l10n_ve_address_extended.municipal_ve_151,Manuel Morillo,base.ve
parish_ve_505,l10n_ve_address_extended.municipal_ve_151,Montaña Verde,base.ve
parish_ve_506,l10n_ve_address_extended.municipal_ve_151,Montes de Oca,base.ve
parish_ve_507,l10n_ve_address_extended.municipal_ve_151,Torres,base.ve
parish_ve_508,l10n_ve_address_extended.municipal_ve_151,Heriberto Arroyo,base.ve
parish_ve_509,l10n_ve_address_extended.municipal_ve_151,Reyes Vargas,base.ve
parish_ve_510,l10n_ve_address_extended.municipal_ve_151,Altagracia,base.ve
parish_ve_511,l10n_ve_address_extended.municipal_ve_152,Siquisique,base.ve
parish_ve_512,l10n_ve_address_extended.municipal_ve_152,Moroturo,base.ve
parish_ve_513,l10n_ve_address_extended.municipal_ve_152,San Miguel,base.ve
parish_ve_514,l10n_ve_address_extended.municipal_ve_152,Xaguas,base.ve
parish_ve_515,l10n_ve_address_extended.municipal_ve_179,Presidente Betancourt,base.ve
parish_ve_516,l10n_ve_address_extended.municipal_ve_179,Presidente Páez,base.ve
parish_ve_517,l10n_ve_address_extended.municipal_ve_179,Presidente Rómulo Gallegos,base.ve
parish_ve_518,l10n_ve_address_extended.municipal_ve_179,Gabriel Picón González,base.ve
parish_ve_519,l10n_ve_address_extended.municipal_ve_179,Héctor Amable Mora,base.ve
parish_ve_520,l10n_ve_address_extended.municipal_ve_179,José Nucete Sardi,base.ve
parish_ve_521,l10n_ve_address_extended.municipal_ve_179,Pulido Méndez,base.ve
parish_ve_522,l10n_ve_address_extended.municipal_ve_180,La Azulita,base.ve
parish_ve_523,l10n_ve_address_extended.municipal_ve_181,Santa Cruz de Mora,base.ve
parish_ve_524,l10n_ve_address_extended.municipal_ve_181,Mesa Bolívar,base.ve
parish_ve_525,l10n_ve_address_extended.municipal_ve_181,Mesa de Las Palmas,base.ve
parish_ve_526,l10n_ve_address_extended.municipal_ve_182,Aricagua,base.ve
parish_ve_527,l10n_ve_address_extended.municipal_ve_182,San Antonio,base.ve
parish_ve_528,l10n_ve_address_extended.municipal_ve_183,Canagua,base.ve
parish_ve_529,l10n_ve_address_extended.municipal_ve_183,Capurí,base.ve
parish_ve_530,l10n_ve_address_extended.municipal_ve_183,Chacantá,base.ve
parish_ve_531,l10n_ve_address_extended.municipal_ve_183,El Molino,base.ve
parish_ve_532,l10n_ve_address_extended.municipal_ve_183,Guaimaral,base.ve
parish_ve_533,l10n_ve_address_extended.municipal_ve_183,Mucutuy,base.ve
parish_ve_534,l10n_ve_address_extended.municipal_ve_183,Mucuchachí,base.ve
parish_ve_535,l10n_ve_address_extended.municipal_ve_184,Fernández Peña,base.ve
parish_ve_536,l10n_ve_address_extended.municipal_ve_184,Matriz,base.ve
parish_ve_537,l10n_ve_address_extended.municipal_ve_184,Montalbán,base.ve
parish_ve_538,l10n_ve_address_extended.municipal_ve_184,Acequias,base.ve
parish_ve_539,l10n_ve_address_extended.municipal_ve_184,Jají,base.ve
parish_ve_540,l10n_ve_address_extended.municipal_ve_184,La Mesa,base.ve
parish_ve_541,l10n_ve_address_extended.municipal_ve_184,San José del Sur,base.ve
parish_ve_542,l10n_ve_address_extended.municipal_ve_185,Tucaní,base.ve
parish_ve_543,l10n_ve_address_extended.municipal_ve_185,Florencio Ramírez,base.ve
parish_ve_544,l10n_ve_address_extended.municipal_ve_186,Santo Domingo,base.ve
parish_ve_545,l10n_ve_address_extended.municipal_ve_186,Las Piedras,base.ve
parish_ve_546,l10n_ve_address_extended.municipal_ve_187,Guaraque,base.ve
parish_ve_547,l10n_ve_address_extended.municipal_ve_187,Mesa de Quintero,base.ve
parish_ve_548,l10n_ve_address_extended.municipal_ve_187,Río Negro,base.ve
parish_ve_549,l10n_ve_address_extended.municipal_ve_188,Arapuey,base.ve
parish_ve_550,l10n_ve_address_extended.municipal_ve_188,Palmira,base.ve
parish_ve_551,l10n_ve_address_extended.municipal_ve_189,San Cristóbal de Torondoy,base.ve
parish_ve_552,l10n_ve_address_extended.municipal_ve_189,Torondoy,base.ve
parish_ve_553,l10n_ve_address_extended.municipal_ve_190,Antonio Spinetti Dini,base.ve
parish_ve_554,l10n_ve_address_extended.municipal_ve_190,Arias,base.ve
parish_ve_555,l10n_ve_address_extended.municipal_ve_190,Caracciolo Parra Pérez,base.ve
parish_ve_556,l10n_ve_address_extended.municipal_ve_190,Domingo Peña,base.ve
parish_ve_557,l10n_ve_address_extended.municipal_ve_190,El Llano,base.ve
parish_ve_558,l10n_ve_address_extended.municipal_ve_190,Gonzalo Picón Febres,base.ve
parish_ve_559,l10n_ve_address_extended.municipal_ve_190,Jacinto Plaza,base.ve
parish_ve_560,l10n_ve_address_extended.municipal_ve_190,Juan Rodríguez Suárez,base.ve
parish_ve_561,l10n_ve_address_extended.municipal_ve_190,Lasso de la Vega,base.ve
parish_ve_562,l10n_ve_address_extended.municipal_ve_190,Mariano Picón Salas,base.ve
parish_ve_563,l10n_ve_address_extended.municipal_ve_190,Milla,base.ve
parish_ve_564,l10n_ve_address_extended.municipal_ve_190,Osuna Rodríguez,base.ve
parish_ve_565,l10n_ve_address_extended.municipal_ve_190,Sagrario,base.ve
parish_ve_566,l10n_ve_address_extended.municipal_ve_190,El Morro,base.ve
parish_ve_567,l10n_ve_address_extended.municipal_ve_190,Los Nevados,base.ve
parish_ve_568,l10n_ve_address_extended.municipal_ve_191,Andrés Eloy Blanco,base.ve
parish_ve_569,l10n_ve_address_extended.municipal_ve_191,La Venta,base.ve
parish_ve_570,l10n_ve_address_extended.municipal_ve_191,Piñango,base.ve
parish_ve_571,l10n_ve_address_extended.municipal_ve_191,Timotes,base.ve
parish_ve_572,l10n_ve_address_extended.municipal_ve_192,Eloy Paredes,base.ve
